0.5225,0.5129,0.7040,0.2301,0.1522,0.1924,0.0183,0.0000
0.2442,0.8629,0.1159,0.3168,0.1434,0.1111,0.2369,0.4165
0.0000,0.3707,0.4426,0.0806,0.1589,0.3040,0.4258,0.8363
0.0697,0.0000,0.3790,0.0001,0.3397,0.3614,0.0357,0.4656
0.0000,1.0000,0.4848,0.2499,0.0856,0.4181,0.0000,0.0000
0.0528,0.7989,0.5665,0.2128,0.0000,0.8026,0.0000,0.0000
0.0000,0.6894,0.4478,0.1545,0.1865,0.1313,0.4518,0.0673
0.0147,0.4103,0.3791,0.1993,0.2221,0.4388,0.2766,0.2521
0.3221,0.1915,0.5771,0.2581,0.0726,0.4382,0.1691,0.0000
0.6725,0.7653,0.3975,0.4438,0.2108,0.1487,0.1119,0.8516
0.1479,0.1719,0.5166,0.2701,0.1025,0.2399,0.1830,0.0000
